Date,Region,Product,Quantity,UnitPrice,StoreLocation,CustomerType,Discount,Salesperson,TotalPrice,PaymentMethod
2023-10-26,West,Monitor,2,124.4,Store B,Retail,0,Eva,248.8,Online
2023-11-03,West,Phone,12,17.76,Store D,Retail,0.1,Carlos,191.808,Online
2025-01-30,North,Chair,16,345.53,Store C,Retail,0.15,Frank,4699.208,Gift Card
2024-01-25,West,Laptop,13,453.48,Store A,Wholesale,0.05,Alice,5600.478,Gift Card
2025-03-29,South,Laptop,10,277.74,Store B,Retail,0.15,Carlos,2360.79,Gift Card
2024-11-02,Central,Chair,16,89.76,Store A,Wholesale,0,Alice,1436.16,Debit Card
2024-06-30,Central,Chair,11,535.37,Store D,Wholesale,0,Frank,5889.07,Cash
2023-01-11,South,Tablet,9,15.58,Store D,Retail,0.1,Frank,126.198,Gift Card
2025-06-05,North,Desk,13,466.54,Store C,Wholesale,0,Eva,6065.02,Cash
2024-03-21,North,Monitor,16,593,Store D,Retail,0.1,Eva,8539.2,Gift Card
2023-08-31,South,Desk,6,567.36,Store C,Wholesale,0.05,Alice,3233.952,Gift Card
2024-10-07,South,Phone,17,523.04,Store A,Retail,0.05,Eva,8447.096,Debit Card
2023-04-12,North,Laptop,17,376.4,Store C,Wholesale,0,Alice,6398.8,Debit Card
2023-11-06,South,Printer,5,95.19,Store A,Retail,0.15,Frank,404.5575,Credit Card
2023-04-28,West,Desk,2,210.71,Store D,Wholesale,0.15,Diana,358.207,Credit Card
2023-12-18,West,Printer,7,393.39,Store B,Retail,0.1,Alice,2478.357,Cash
2024-10-10,South,Phone,13,114.03,Store A,Retail,0,Bob,1482.39,Cash
2023-02-05,North,Tablet,18,336.48,Store B,Retail,0,Frank,6056.64,Online
2024-08-04,Central,Monitor,9,24.44,Store C,Wholesale,0.15,Eva,186.966,Gift Card
2024-10-23,Central,Tablet,12,352.2,Store A,Retail,0.05,Eva,4015.08,Credit Card
2024-02-13,West,Monitor,7,353.99,Store C,Wholesale,0.05,Carlos,2354.0335,Gift Card
2024-06-03,South,Tablet,15,10.22,Store C,Retail,0,Alice,153.3,Gift Card
2023-04-14,South,Printer,17,464.16,Store A,Retail,0.15,Carlos,6707.112,Debit Card
2024-10-19,Central,Laptop,16,436.31,Store C,Retail,0.05,Diana,6631.912,Online
2023-12-18,South,Laptop,9,219.93,Store B,Wholesale,0.05,Bob,1880.4015,Gift Card
2023-08-31,North,Laptop,5,311.22,Store A,Wholesale,0.15,Diana,1322.685,Cash
2023-09-19,South,Laptop,4,547.56,Store D,Retail,0.15,Frank,1861.704,Gift Card
2023-02-27,Central,Laptop,9,52.69,Store D,Retail,0.15,Diana,403.0785,Online
2024-01-28,South,Tablet,9,434.74,Store D,Wholesale,0.1,Bob,3521.394,Online
2025-05-06,South,Monitor,9,124.17,Store C,Wholesale,0,Eva,1117.53,Debit Card
2024-09-13,East,Monitor,2,375.48,Store D,Retail,0.05,Diana,713.412,Credit Card
2023-05-25,East,Printer,13,211.06,Store B,Retail,0.1,Bob,2469.402,Gift Card
2024-09-26,South,Tablet,7,88.87,Store C,Retail,0,Alice,622.09,Online
2023-02-13,South,Phone,5,254.24,Store B,Wholesale,0.05,Bob,1207.64,Online
2024-06-20,Central,Chair,5,432.35,Store C,Wholesale,0.1,Bob,1945.575,Gift Card
2024-03-22,West,Laptop,19,590,Store D,Retail,0.05,Alice,10649.5,Online
2024-02-08,West,Monitor,11,151.25,Store B,Wholesale,0.1,Frank,1497.375,Credit Card
2024-06-01,East,Desk,3,204.79,Store B,Retail,0.1,Frank,552.933,Online
2024-05-26,North,Laptop,16,586.52,Store C,Wholesale,0,Diana,9384.32,Credit Card
2024-06-25,East,Printer,16,104.83,Store A,Wholesale,0,Carlos,1677.28,Gift Card
2024-01-29,Central,Printer,16,598.48,Store A,Retail,0.1,Frank,8618.112,Cash
2024-12-07,South,Chair,8,367.89,Store B,Retail,0.05,Alice,2795.964,Cash
2023-11-21,West,Chair,10,333.35,Store A,Retail,0.15,Alice,2833.475,Debit Card
2024-12-16,North,Chair,8,378.88,Store A,Wholesale,0.1,Frank,2727.936,Debit Card
2023-08-05,Central,Monitor,12,169.2,Store C,Retail,0.05,Diana,1928.88,Gift Card
2023-08-30,Central,Chair,7,103.03,Store D,Retail,0.1,Bob,649.089,Online
2025-03-25,East,Printer,3,378.74,Store D,Wholesale,0.15,Frank,965.787,Online
2024-12-13,North,Phone,15,27.21,Store C,Wholesale,0,Alice,408.15,Online
2023-09-07,Central,Phone,14,52.09,Store A,Retail,0,Bob,729.26,Gift Card
2023-12-12,North,Monitor,7,570.01,Store C,Wholesale,0,Carlos,3990.07,Credit Card
2024-04-25,East,Monitor,19,526.23,Store B,Retail,0,Bob,9998.37,Credit Card
2025-05-04,North,Laptop,8,294.51,Store A,Wholesale,0.15,Diana,2002.668,Gift Card
2023-09-16,South,Monitor,18,448.27,Store C,Wholesale,0.05,Diana,7665.417,Credit Card
2024-10-23,West,Desk,17,583.88,Store D,Retail,0.1,Alice,8933.364,Credit Card
2023-05-03,North,Desk,2,97.5,Store D,Retail,0.1,Alice,175.5,Cash
2025-03-18,North,Printer,16,420.79,Store B,Wholesale,0.15,Carlos,5722.744,Cash
2023-08-25,West,Chair,13,513.18,Store B,Retail,0,Eva,6671.34,Credit Card
2023-07-13,North,Monitor,19,475.64,Store C,Retail,0.1,Frank,8133.444,Cash
2025-02-25,North,Tablet,13,238.34,Store C,Retail,0.1,Carlos,2788.578,Credit Card
2025-04-14,Central,Laptop,14,285.03,Store B,Wholesale,0.1,Eva,3591.378,Credit Card
2025-06-15,Central,Desk,5,5.52,Store C,Retail,0.05,Alice,26.22,Credit Card
2024-10-22,North,Monitor,18,396.25,Store D,Retail,0.1,Frank,6419.25,Credit Card
2023-06-20,South,Laptop,9,282.8,Store D,Wholesale,0.05,Eva,2417.94,Online
2025-03-05,South,Phone,6,525.43,Store C,Wholesale,0.05,Alice,2994.951,Credit Card
2023-10-28,West,Tablet,15,127.67,Store D,Retail,0.1,Alice,1723.545,Debit Card
2025-03-19,Central,Laptop,17,511.8,Store B,Retail,0.05,Carlos,8265.57,Credit Card
2023-08-06,West,Tablet,4,555.86,Store C,Retail,0.05,Bob,2112.268,Cash
2024-09-11,Central,Monitor,15,202.72,Store D,Retail,0.05,Eva,2888.76,Debit Card
2025-01-08,Central,Chair,4,353.7,Store A,Wholesale,0,Frank,1414.8,Credit Card
2024-08-12,Central,Chair,3,149.25,Store D,Wholesale,0,Carlos,447.75,Debit Card
2023-03-30,North,Monitor,19,156.44,Store C,Wholesale,0.1,Alice,2675.124,Online
2023-02-01,Central,Phone,7,241.76,Store D,Wholesale,0,Carlos,1692.32,Online
2025-04-18,North,Laptop,20,170.49,Store A,Wholesale,0,Diana,3409.8,Online
2025-03-29,Central,Monitor,11,149.67,Store C,Retail,0.1,Eva,1481.733,Credit Card
2024-04-25,East,Tablet,1,173.56,Store D,Retail,0.1,Eva,156.204,Debit Card
2024-09-22,South,Monitor,7,349.55,Store A,Retail,0.05,Carlos,2324.5075,Credit Card
2023-08-05,Central,Tablet,9,245.14,Store B,Wholesale,0,Alice,2206.26,Online
2024-06-07,South,Desk,1,423.08,Store B,Wholesale,0.05,Bob,401.926,Gift Card
2025-05-24,East,Phone,19,337.82,Store B,Wholesale,0.15,Alice,5455.793,Online
2024-07-18,South,Chair,10,252.63,Store B,Retail,0.15,Eva,2147.355,Cash
2024-07-14,West,Tablet,3,87.02,Store B,Wholesale,0.1,Frank,234.954,Cash
2023-04-14,Central,Tablet,11,6.72,Store D,Wholesale,0.05,Bob,70.224,Cash
2023-06-01,South,Printer,2,279.38,Store D,Retail,0.1,Carlos,502.884,Online
2025-04-17,Central,Phone,9,207.8,Store D,Retail,0.1,Alice,1683.18,Online
2025-03-31,East,Printer,15,511.88,Store C,Wholesale,0.05,Bob,7294.29,Cash
2024-07-15,East,Printer,10,325.97,Store D,Retail,0,Bob,3259.7,Cash
2024-08-30,South,Laptop,17,469.32,Store B,Retail,0,Carlos,7978.44,Gift Card
2025-01-07,Central,Phone,13,186.69,Store D,Wholesale,0,Bob,2426.97,Cash
2025-02-05,South,Phone,16,34.66,Store C,Retail,0.05,Alice,526.832,Debit Card
2024-04-01,North,Printer,18,155.04,Store B,Wholesale,0.15,Frank,2372.112,Cash
2025-03-01,West,Monitor,4,69.6,Store D,Wholesale,0.05,Eva,264.48,Gift Card
2023-07-03,Central,Monitor,13,55.09,Store A,Wholesale,0.15,Diana,608.7445,Cash
2023-04-25,Central,Laptop,13,206.11,Store B,Retail,0.15,Bob,2277.5155,Gift Card
2025-04-09,West,Tablet,14,484.38,Store D,Retail,0.05,Frank,6442.254,Debit Card
2023-11-05,North,Monitor,6,449.57,Store D,Wholesale,0,Frank,2697.42,Gift Card
2023-01-13,East,Laptop,9,223.01,Store C,Retail,0,Diana,2007.09,Cash
2025-02-06,West,Chair,14,291.91,Store A,Retail,0.15,Frank,3473.729,Credit Card
2023-05-20,South,Monitor,13,90.86,Store A,Wholesale,0,Carlos,1181.18,Gift Card
2025-06-18,East,Desk,4,109.05,Store D,Wholesale,0,Diana,436.2,Gift Card
2023-02-23,West,Tablet,12,245.6,Store D,Retail,0,Bob,2947.2,Cash
2024-11-09,East,Printer,15,380.03,Store A,Retail,0,Bob,5700.45,Online
2024-07-25,South,Tablet,3,417.58,Store D,Retail,0.05,Frank,1190.103,Gift Card
2023-08-19,West,Laptop,15,432.17,Store D,Wholesale,0.15,Frank,5510.1675,Debit Card
2023-11-13,South,Monitor,13,531.77,Store C,Retail,0.1,Bob,6221.709,Online
2024-09-10,West,Tablet,13,442.99,Store A,Wholesale,0.05,Alice,5470.9265,Gift Card
2024-08-30,Central,Chair,13,567.5,Store A,Retail,0,Eva,7377.5,Credit Card
2024-11-10,East,Tablet,15,469.52,Store C,Wholesale,0,Alice,7042.8,Credit Card
2023-04-13,East,Printer,1,396.09,Store D,Wholesale,0.15,Frank,336.6765,Credit Card
2023-11-20,East,Laptop,12,195.73,Store C,Wholesale,0.05,Alice,2231.322,Cash
2025-04-14,North,Printer,5,412.24,Store B,Wholesale,0.15,Carlos,1752.02,Cash
2023-03-04,Central,Monitor,11,558.5,Store B,Retail,0.15,Carlos,5221.975,Cash
2024-11-16,North,Laptop,4,175.34,Store C,Retail,0.15,Eva,596.156,Cash
2024-05-25,South,Laptop,19,478.73,Store A,Retail,0,Frank,9095.87,Debit Card
2023-04-12,East,Desk,5,365.38,Store D,Wholesale,0.15,Alice,1552.865,Debit Card
2023-03-07,South,Desk,10,397.33,Store B,Retail,0.15,Alice,3377.305,Credit Card
2024-01-05,Central,Chair,17,241.01,Store A,Retail,0.1,Bob,3687.453,Debit Card
2024-10-31,West,Desk,17,82.2,Store C,Wholesale,0,Alice,1397.4,Cash
2024-05-08,West,Monitor,16,170.77,Store C,Retail,0.1,Frank,2459.088,Online
2024-03-05,Central,Monitor,1,8.2,Store C,Wholesale,0.15,Frank,6.97,Debit Card
2023-07-18,North,Laptop,12,425.78,Store A,Retail,0.1,Bob,4598.424,Online
2023-08-05,South,Printer,20,121.14,Store C,Retail,0.1,Bob,2180.52,Credit Card
2023-09-18,West,Tablet,19,448.13,Store D,Wholesale,0,Alice,8514.47,Debit Card
2023-03-27,South,Laptop,8,7.81,Store D,Wholesale,0.1,Frank,56.232,Online
2023-03-08,East,Chair,19,191.44,Store C,Wholesale,0.15,Carlos,3091.756,Cash
2024-05-02,West,Desk,5,245.2,Store B,Retail,0.15,Eva,1042.1,Online
2023-09-16,North,Desk,17,163.37,Store B,Wholesale,0.15,Eva,2360.6965,Gift Card
2023-06-13,South,Tablet,14,583.96,Store C,Retail,0,Diana,8175.44,Debit Card
2023-11-05,North,Desk,16,181.08,Store C,Retail,0.1,Carlos,2607.552,Online
2024-11-23,South,Tablet,8,414.94,Store A,Wholesale,0,Alice,3319.52,Debit Card
2024-02-09,Central,Phone,16,442.22,Store B,Retail,0,Alice,7075.52,Cash
2023-11-16,Central,Printer,14,595.39,Store A,Wholesale,0.1,Bob,7501.914,Credit Card
2025-01-24,Central,Monitor,6,175.3,Store A,Wholesale,0.15,Alice,894.03,Cash
2025-05-06,Central,Tablet,7,319.59,Store C,Wholesale,0.15,Carlos,1901.5605,Gift Card
2025-05-17,East,Printer,15,506.81,Store A,Retail,0.15,Bob,6461.8275,Cash
2023-11-29,Central,Laptop,17,538.08,Store A,Retail,0.05,Eva,8689.992,Debit Card
2023-02-24,South,Chair,16,187.84,Store A,Retail,0,Alice,3005.44,Credit Card
2023-11-04,South,Laptop,18,426.3,Store A,Wholesale,0.15,Carlos,6522.39,Credit Card
2024-06-15,East,Desk,1,498.35,Store B,Retail,0.1,Alice,448.515,Online
2024-10-02,North,Tablet,19,385.72,Store A,Retail,0.05,Carlos,6962.246,Cash
2023-06-03,West,Tablet,3,54.37,Store B,Wholesale,0.1,Frank,146.799,Credit Card
2023-09-10,East,Phone,6,471.74,Store C,Retail,0.15,Carlos,2405.874,Online
2025-05-20,Central,Printer,19,322.31,Store B,Retail,0.15,Bob,5205.3065,Cash
2023-09-24,North,Tablet,13,115.86,Store A,Wholesale,0.1,Diana,1355.562,Cash
2025-03-29,East,Tablet,18,398.26,Store B,Retail,0.1,Bob,6451.812,Debit Card
2023-06-17,East,Chair,4,584.8,Store B,Retail,0.1,Eva,2105.28,Online
2024-01-28,West,Printer,20,424.7,Store B,Wholesale,0.15,Bob,7219.9,Online
2023-03-14,Central,Chair,16,179.22,Store D,Retail,0.1,Alice,2580.768,Online
2025-01-09,East,Laptop,12,148.66,Store A,Wholesale,0,Diana,1783.92,Online
2025-03-30,Central,Phone,16,460.43,Store B,Wholesale,0.15,Bob,6261.848,Online
2023-10-23,East,Tablet,5,334.37,Store B,Retail,0.05,Carlos,1588.2575,Credit Card
2025-06-08,West,Monitor,3,599.72,Store D,Retail,0.15,Alice,1529.286,Online
2024-02-26,West,Monitor,11,389.84,Store D,Wholesale,0,Alice,4288.24,Gift Card
2024-10-30,East,Chair,11,445.75,Store A,Wholesale,0.1,Frank,4412.925,Online
2024-08-19,South,Laptop,18,96.84,Store A,Wholesale,0.15,Frank,1481.652,Cash
2023-07-30,Central,Chair,1,528.31,Store C,Wholesale,0.1,Alice,475.479,Online
2024-08-13,North,Monitor,16,64.03,Store A,Wholesale,0,Carlos,1024.48,Gift Card
2023-11-04,North,Printer,13,179.37,Store A,Retail,0.05,Eva,2215.2195,Online
2025-06-05,East,Printer,19,491.15,Store C,Retail,0,Frank,9331.85,Online
2023-06-23,North,Printer,5,360.34,Store C,Wholesale,0,Carlos,1801.7,Gift Card
2024-09-21,South,Laptop,20,296.8,Store A,Retail,0.1,Frank,5342.4,Gift Card
2024-01-01,South,Desk,3,599.42,Store A,Wholesale,0.1,Bob,1618.434,Online
2025-01-02,West,Laptop,1,374.33,Store B,Wholesale,0,Carlos,374.33,Credit Card
2024-03-14,North,Desk,13,588.8,Store D,Wholesale,0.15,Frank,6506.24,Cash
2024-05-04,West,Monitor,13,198.44,Store D,Wholesale,0,Carlos,2579.72,Cash
2025-02-27,South,Printer,12,384.2,Store A,Retail,0,Eva,4610.4,Cash
2024-11-13,Central,Phone,4,475.49,Store B,Wholesale,0.15,Frank,1616.666,Cash
2023-10-31,West,Printer,6,202.97,Store C,Retail,0.1,Eva,1096.038,Gift Card
2023-12-19,Central,Tablet,18,135.23,Store C,Wholesale,0,Diana,2434.14,Online
2023-11-27,South,Tablet,20,356.4,Store C,Wholesale,0.05,Diana,6771.6,Cash
2023-08-15,East,Laptop,3,294.72,Store C,Wholesale,0.05,Alice,839.952,Cash
2023-01-16,West,Phone,20,553.85,Store A,Retail,0,Frank,11077,Cash
2025-02-28,Central,Tablet,13,81.17,Store D,Retail,0.1,Frank,949.689,Cash
2023-11-28,West,Phone,2,532.51,Store B,Wholesale,0,Carlos,1065.02,Credit Card
2023-12-04,West,Printer,1,268.19,Store B,Wholesale,0.1,Carlos,241.371,Gift Card
2024-06-21,South,Printer,17,432.65,Store A,Retail,0.15,Frank,6251.7925,Cash
2025-03-17,East,Desk,14,123.04,Store A,Wholesale,0.1,Diana,1550.304,Cash
2023-08-17,Central,Desk,16,454.54,Store B,Retail,0.1,Bob,6545.376,Online
2023-08-30,Central,Monitor,11,414.58,Store D,Wholesale,0.05,Diana,4332.361,Cash
2025-06-16,East,Phone,9,352.91,Store B,Wholesale,0.1,Bob,2858.571,Cash
2023-06-29,North,Chair,10,126.46,Store A,Retail,0.1,Eva,1138.14,Online
2023-08-13,North,Monitor,7,125.02,Store D,Wholesale,0,Carlos,875.14,Credit Card
2024-04-29,West,Tablet,20,367.24,Store A,Wholesale,0.05,Carlos,6977.56,Gift Card
2023-07-15,West,Monitor,8,432.12,Store B,Retail,0,Diana,3456.96,Credit Card
2025-01-17,North,Tablet,3,13.33,Store D,Retail,0.1,Eva,35.991,Cash
2025-02-21,East,Printer,13,105.93,Store C,Retail,0,Bob,1377.09,Debit Card
2023-07-19,West,Monitor,20,526.55,Store A,Wholesale,0,Alice,10531,Debit Card
2024-09-29,West,Phone,11,339.78,Store A,Retail,0.05,Diana,3550.701,Debit Card
2024-10-17,East,Laptop,10,91.75,Store D,Wholesale,0.15,Frank,779.875,Cash
2025-06-11,East,Phone,15,13.66,Store B,Retail,0.1,Alice,184.41,Debit Card
2024-01-19,West,Desk,6,148.23,Store B,Retail,0.1,Eva,800.442,Credit Card
2023-12-03,East,Chair,11,495.03,Store D,Wholesale,0.15,Frank,4628.5305,Cash
2024-06-19,Central,Chair,6,247.2,Store A,Wholesale,0.05,Diana,1409.04,Credit Card
2024-10-16,West,Tablet,19,207.45,Store C,Retail,0.05,Bob,3744.4725,Debit Card
2025-01-23,East,Laptop,2,370.78,Store D,Wholesale,0.15,Diana,630.326,Online
2023-10-02,Central,Laptop,9,146.72,Store A,Wholesale,0.1,Diana,1188.432,Credit Card
2023-11-05,East,Desk,12,159.85,Store D,Retail,0.1,Alice,1726.38,Cash
2023-06-18,South,Printer,13,181.68,Store C,Wholesale,0.05,Diana,2243.748,Gift Card
2024-07-15,Central,Phone,16,34.16,Store A,Retail,0.15,Bob,464.576,Cash
2024-06-14,Central,Laptop,2,287.43,Store C,Wholesale,0.1,Diana,517.374,Cash
2024-04-05,East,Monitor,15,405.95,Store D,Wholesale,0.15,Eva,5175.8625,Gift Card
2023-02-27,North,Laptop,1,430.61,Store B,Retail,0,Alice,430.61,Gift Card
2023-07-31,West,Laptop,5,508.05,Store D,Retail,0,Frank,2540.25,Credit Card
2023-03-03,West,Laptop,13,522.97,Store C,Retail,0.15,Carlos,5778.8185,Debit Card
2023-04-26,South,Laptop,17,260.25,Store D,Wholesale,0.1,Frank,3981.825,Credit Card
2024-10-19,East,Phone,6,549.21,Store B,Retail,0.1,Eva,2965.734,Credit Card
2024-06-30,Central,Printer,17,472.33,Store C,Retail,0.15,Carlos,6825.1685,Debit Card
2024-10-11,West,Laptop,9,596.83,Store A,Retail,0,Eva,5371.47,Cash
2025-06-14,Central,Monitor,15,154.04,Store D,Retail,0.1,Alice,2079.54,Cash
2024-12-22,East,Laptop,18,500.44,Store D,Wholesale,0.1,Bob,8107.128,Credit Card
2024-04-22,West,Tablet,5,382.17,Store C,Wholesale,0,Diana,1910.85,Credit Card
2025-01-25,North,Chair,3,365.54,Store B,Retail,0.15,Frank,932.127,Online
2024-11-13,North,Laptop,5,270.13,Store C,Retail,0.15,Eva,1148.0525,Credit Card
2023-03-16,East,Tablet,2,480.15,Store D,Retail,0.15,Diana,816.255,Online
2023-05-06,North,Laptop,18,414.77,Store C,Wholesale,0.1,Eva,6719.274,Credit Card
2024-11-15,East,Monitor,10,98.24,Store C,Wholesale,0,Frank,982.4,Credit Card
2024-06-28,Central,Laptop,6,227.6,Store D,Retail,0.05,Carlos,1297.32,Debit Card
2025-05-11,Central,Monitor,5,136.13,Store C,Retail,0.15,Carlos,578.5525,Online
2023-02-26,Central,Tablet,5,489.13,Store C,Retail,0.1,Diana,2201.085,Gift Card
2024-04-30,South,Laptop,4,414.36,Store A,Retail,0,Bob,1657.44,Debit Card
2025-03-11,East,Laptop,6,138.26,Store B,Retail,0.15,Eva,705.126,Online
2025-06-30,East,Phone,12,487.57,Store A,Wholesale,0.05,Eva,5558.298,Cash
2024-06-02,North,Chair,20,427.3,Store C,Wholesale,0.05,Frank,8118.7,Gift Card
2024-09-01,South,Laptop,16,588.92,Store D,Wholesale,0.15,Alice,8009.312,Cash
2025-01-11,South,Laptop,6,429.45,Store B,Retail,0.1,Alice,2319.03,Cash
2025-03-31,South,Phone,1,476,Store A,Wholesale,0.15,Carlos,404.6,Cash
2024-11-28,South,Phone,13,141.26,Store B,Retail,0,Frank,1836.38,Online
2023-07-05,North,Chair,3,250.65,Store D,Retail,0.15,Eva,639.1575,Credit Card
2024-10-24,West,Monitor,19,301.17,Store D,Retail,0.05,Alice,5436.1185,Debit Card
2025-04-08,North,Chair,7,30.79,Store C,Retail,0.1,Bob,193.977,Cash
2024-06-05,East,Laptop,1,561.6,Store A,Wholesale,0.15,Alice,477.36,Debit Card
2025-01-23,West,Phone,16,193.7,Store A,Retail,0.15,Bob,2634.32,Credit Card
2024-11-04,Central,Tablet,17,310.03,Store D,Retail,0.05,Carlos,5006.9845,Online
2024-01-01,West,Printer,13,204.67,Store A,Retail,0.15,Alice,2261.6035,Online
2024-04-09,Central,Printer,3,250.11,Store D,Wholesale,0,Alice,750.33,Gift Card
2025-01-17,North,Desk,12,526.82,Store A,Retail,0,Frank,6321.84,Credit Card
2024-09-22,East,Chair,18,575.1,Store D,Wholesale,0,Bob,10351.8,Online
2023-01-20,East,Monitor,8,325.52,Store C,Retail,0.1,Frank,2343.744,Debit Card
2024-01-12,North,Monitor,14,157.14,Store A,Wholesale,0.15,Diana,1869.966,Gift Card
2024-04-08,Central,Laptop,10,100.26,Store D,Wholesale,0.05,Carlos,952.47,Gift Card
2023-04-27,Central,Laptop,9,554.48,Store C,Wholesale,0,Carlos,4990.32,Online
2024-07-17,North,Phone,4,375.96,Store C,Retail,0.15,Carlos,1278.264,Debit Card
2024-02-17,Central,Monitor,14,485.21,Store A,Retail,0,Frank,6792.94,Online
2024-01-25,South,Monitor,9,372.44,Store A,Wholesale,0.05,Diana,3184.362,Gift Card
2024-03-24,Central,Laptop,7,140.53,Store D,Retail,0,Frank,983.71,Debit Card
2023-06-25,North,Desk,15,365.61,Store D,Retail,0.15,Bob,4661.5275,Cash
2023-04-17,South,Laptop,20,353.97,Store B,Wholesale,0.15,Frank,6017.49,Cash
2023-06-28,East,Chair,14,293.31,Store D,Wholesale,0,Alice,4106.34,Gift Card
2024-04-06,Central,Chair,10,397.39,Store D,Retail,0.15,Alice,3377.815,Gift Card
2025-02-17,South,Chair,2,98.35,Store C,Retail,0,Eva,196.7,Debit Card
2023-01-08,South,Desk,6,581.67,Store A,Wholesale,0,Frank,3490.02,Debit Card
2023-12-21,South,Phone,19,30.41,Store D,Retail,0.05,Frank,548.9005,Debit Card
2024-07-13,North,Monitor,15,368.79,Store C,Wholesale,0.1,Bob,4978.665,Gift Card
2024-03-23,West,Monitor,4,56.06,Store D,Retail,0.15,Carlos,190.604,Cash
2024-03-19,West,Chair,7,15.65,Store D,Wholesale,0,Carlos,109.55,Debit Card
2025-05-20,Central,Tablet,9,380.85,Store B,Wholesale,0,Carlos,3427.65,Cash
2025-01-19,South,Chair,11,587.21,Store C,Wholesale,0,Carlos,6459.31,Debit Card
2023-05-28,South,Printer,17,554.25,Store A,Wholesale,0.1,Diana,8480.025,Debit Card
2023-10-28,East,Printer,3,410.23,Store A,Wholesale,0.15,Diana,1046.0865,Credit Card
2023-11-25,West,Monitor,5,99.23,Store B,Retail,0,Eva,496.15,Debit Card
2024-11-17,South,Monitor,9,503.18,Store B,Wholesale,0,Diana,4528.62,Gift Card
2024-01-24,Central,Monitor,17,155.31,Store C,Retail,0.15,Bob,2244.2295,Credit Card
2023-06-19,North,Chair,7,303.79,Store D,Wholesale,0.15,Frank,1807.5505,Credit Card
2025-01-13,East,Phone,17,263.75,Store B,Retail,0,Alice,4483.75,Online
2024-01-24,East,Phone,4,179.92,Store D,Retail,0.1,Diana,647.712,Online
2025-01-06,South,Printer,2,264,Store D,Retail,0,Bob,528,Gift Card
2025-01-02,Central,Laptop,4,403.97,Store A,Wholesale,0.05,Alice,1535.086,Cash
2023-02-22,North,Desk,4,85.96,Store A,Retail,0.1,Frank,309.456,Credit Card
2025-02-06,East,Desk,2,93.49,Store A,Wholesale,0.1,Alice,168.282,Debit Card
2024-09-26,East,Desk,11,144.29,Store B,Retail,0.05,Bob,1507.8305,Credit Card
2025-03-28,North,Chair,18,553.23,Store D,Wholesale,0,Frank,9958.14,Cash
2023-07-01,East,Chair,9,228.3,Store B,Retail,0.05,Eva,1951.965,Debit Card
2023-04-29,West,Desk,7,235.94,Store D,Wholesale,0.1,Alice,1486.422,Gift Card
2023-04-30,East,Printer,17,369.52,Store C,Wholesale,0,Carlos,6281.84,Gift Card
2024-03-14,West,Phone,8,142.09,Store A,Wholesale,0,Eva,1136.72,Credit Card
2023-06-27,Central,Chair,3,497.61,Store B,Wholesale,0.15,Alice,1268.9055,Cash
2024-04-10,North,Laptop,19,9.48,Store A,Wholesale,0,Carlos,180.12,Online
2023-08-30,Central,Printer,8,55.27,Store A,Wholesale,0.15,Bob,375.836,Cash
2023-10-23,West,Laptop,17,25.95,Store B,Wholesale,0.05,Bob,419.0925,Gift Card
2023-03-23,North,Desk,18,209.65,Store A,Wholesale,0.1,Carlos,3396.33,Debit Card
2024-09-21,Central,Laptop,13,75.77,Store B,Wholesale,0.15,Frank,837.2585,Debit Card
2024-12-26,West,Tablet,5,307.84,Store B,Wholesale,0.1,Bob,1385.28,Online
2023-02-26,East,Phone,13,6.5,Store A,Wholesale,0,Diana,84.5,Cash
2024-12-10,North,Monitor,8,70.79,Store B,Wholesale,0,Diana,566.32,Online
2025-01-01,East,Laptop,17,584.7,Store D,Retail,0.1,Eva,8945.91,Online
2025-03-14,East,Phone,4,23.27,Store C,Wholesale,0.15,Diana,79.118,Online
2024-01-16,South,Tablet,5,440.93,Store B,Wholesale,0.1,Carlos,1984.185,Gift Card
2024-04-19,West,Tablet,10,278.45,Store D,Wholesale,0,Eva,2784.5,Credit Card
2023-12-08,North,Monitor,14,382.19,Store B,Wholesale,0.05,Frank,5083.127,Cash
2023-03-15,North,Monitor,14,232.49,Store D,Wholesale,0.05,Diana,3092.117,Online
2025-02-07,South,Laptop,17,15.01,Store D,Wholesale,0.15,Diana,216.8945,Debit Card
2025-06-27,North,Monitor,11,29.41,Store D,Retail,0.05,Carlos,307.3345,Credit Card
2024-12-17,Central,Tablet,1,486.19,Store B,Retail,0.05,Frank,461.8805,Online
2024-05-03,South,Laptop,6,266.67,Store B,Wholesale,0.05,Eva,1520.019,Debit Card
2023-12-26,South,Printer,3,300.8,Store B,Wholesale,0.1,Carlos,812.16,Cash
2024-05-13,Central,Printer,11,79.63,Store B,Wholesale,0.05,Frank,832.1335,Online
2023-10-07,South,Laptop,6,505.7,Store C,Retail,0,Alice,3034.2,Cash
2023-07-11,West,Printer,5,569.62,Store C,Wholesale,0,Diana,2848.1,Debit Card
2025-01-31,South,Tablet,19,90.85,Store C,Retail,0.05,Alice,1639.8425,Credit Card
2023-02-04,South,Chair,2,296.91,Store A,Wholesale,0.05,Carlos,564.129,Debit Card
2023-09-02,South,Printer,2,6.19,Store B,Retail,0.1,Frank,11.142,Credit Card
2024-12-13,Central,Monitor,18,207.35,Store D,Wholesale,0.15,Alice,3172.455,Debit Card
2023-10-13,Central,Tablet,5,75.27,Store A,Wholesale,0,Carlos,376.35,Cash
